pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
231,16,204,1,33,1
231,16,205,1,10,1
231,16,316,1,1,1
231,16,363,1,15,1
231,16,387,1,37,1
232,16,21,1,24,1
232,16,30,1,1,3
232,16,31,1,25,1
232,16,45,1,1,5
232,16,89,1,43,1
232,16,111,1,1,6
232,16,184,1,37,1
232,16,205,1,10,1
232,16,222,1,30,1
232,16,229,1,6,1
232,16,282,1,19,1
232,16,372,1,15,1
232,16,416,1,50,1
232,16,422,1,1,2
232,16,424,1,1,1
232,16,523,1,1,4
233,16,33,1,1,4
233,16,60,1,7,1
233,16,63,1,67,1
233,16,97,1,12,1
233,16,105,1,18,1
233,16,111,1,1,6
233,16,160,1,1,5
233,16,161,1,50,1
233,16,176,1,1,3
233,16,192,1,1,1
233,16,192,1,62,1
233,16,199,1,45,1
233,16,277,1,1,2
233,16,277,1,56,1
233,16,278,1,34,1
233,16,324,1,29,1
233,16,393,1,23,1
233,16,435,1,40,1
234,16,23,1,13,1
234,16,26,1,43,1
234,16,28,1,16,1
234,16,33,1,1,2
234,16,36,1,21,1
234,16,43,1,3,1
234,16,95,1,10,1
234,16,109,1,23,1
234,16,272,1,33,1
234,16,286,1,49,1
234,16,310,1,7,1
234,16,347,1,27,1
234,16,382,1,1,1
234,16,382,1,55,1
234,16,428,1,38,1
234,16,445,1,50,1
235,16,166,1,1,1
235,16,166,1,11,1
235,16,166,1,21,1
235,16,166,1,31,1
235,16,166,1,41,1
235,16,166,1,51,1
235,16,166,1,61,1
235,16,166,1,71,1
235,16,166,1,81,1
235,16,166,1,91,1
236,16,33,1,1,1
236,16,193,1,1,4
236,16,252,1,1,3
236,16,270,1,1,2
237,16,27,1,1,4
237,16,68,1,28,1
237,16,97,1,37,1
237,16,98,1,15,1
237,16,116,1,6,1
237,16,167,1,19,1
237,16,197,1,50,1
237,16,228,1,10,1
237,16,229,1,24,1
237,16,279,1,1,3
237,16,283,1,1,1
237,16,283,1,60,1
237,16,360,1,42,1
237,16,364,1,33,1
237,16,370,1,1,2
237,16,370,1,55,1
237,16,469,1,46,1
237,16,501,1,46,2
238,16,1,1,1,1
238,16,47,1,18,1
238,16,59,1,48,1
238,16,93,1,15,1
238,16,94,1,38,1
238,16,122,1,5,1
238,16,181,1,11,1
238,16,186,1,8,1
238,16,195,1,45,1
238,16,212,1,25,1
238,16,313,1,28,1
238,16,381,1,31,1
238,16,383,1,41,1
238,16,419,1,35,1
238,16,531,1,21,1
239,16,9,1,29,1
239,16,43,1,1,2
239,16,67,1,8,1
239,16,84,1,5,1
239,16,85,1,40,1
239,16,86,1,19,1
239,16,87,1,43,1
239,16,98,1,1,1
239,16,103,1,36,1
239,16,113,1,26,1
239,16,129,1,12,1
239,16,351,1,15,1
239,16,435,1,33,1
239,16,486,1,22,1
240,16,7,1,29,1
240,16,43,1,1,2
240,16,52,1,5,1
240,16,53,1,40,1
240,16,83,1,15,1
240,16,108,1,8,1
240,16,109,1,26,1
240,16,123,1,1,1
240,16,126,1,43,1
240,16,185,1,12,1
240,16,241,1,36,1
240,16,436,1,33,1
240,16,481,1,22,1
240,16,499,1,19,1
241,16,23,1,8,1
241,16,33,1,1,1
241,16,34,1,24,1
241,16,45,1,3,1
241,16,111,1,5,1
241,16,117,1,15,1
241,16,205,1,19,1
241,16,208,1,11,1
241,16,215,1,48,1
241,16,358,1,50,1
241,16,360,1,41,1
241,16,428,1,29,1
241,16,445,1,35,1
242,16,1,1,1,3
242,16,3,1,12,1
242,16,36,1,27,1
242,16,38,1,1,1
242,16,38,1,54,1
242,16,39,1,5,1
242,16,45,1,1,4
242,16,47,1,31,1
242,16,107,1,23,1
242,16,111,1,1,2
242,16,113,1,46,1
242,16,121,1,42,1
242,16,135,1,16,1
242,16,287,1,9,1
242,16,361,1,50,1
242,16,374,1,34,1
242,16,505,1,38,1
242,16,516,1,20,1
243,16,43,1,1,4
243,16,44,1,1,3
243,16,46,1,15,1
243,16,84,1,8,1
243,16,87,1,85,1
243,16,98,1,22,1
243,16,115,1,36,1
243,16,209,1,29,1
243,16,240,1,71,1
243,16,242,1,43,1
243,16,326,1,1,1
243,16,326,1,64,1
243,16,347,1,78,1
243,16,422,1,50,1
243,16,435,1,1,2
243,16,435,1,57,1
244,16,23,1,29,1
244,16,43,1,1,6
244,16,44,1,1,5
244,16,46,1,15,1
244,16,52,1,8,1
244,16,53,1,36,1
244,16,83,1,22,1
244,16,126,1,71,1
244,16,207,1,43,1
244,16,221,1,1,1
244,16,284,1,1,2
244,16,284,1,85,1
244,16,326,1,1,3
244,16,326,1,64,1
244,16,347,1,78,1
244,16,424,1,50,1
244,16,436,1,1,4
244,16,436,1,57,1
245,16,16,1,22,1
245,16,43,1,1,5
245,16,44,1,1,4
245,16,54,1,36,1
245,16,56,1,1,1
245,16,56,1,71,1
245,16,59,1,85,1
245,16,61,1,8,1
245,16,62,1,29,1
245,16,240,1,15,1
245,16,243,1,43,1
245,16,326,1,1,2
245,16,326,1,64,1
245,16,347,1,78,1
245,16,366,1,1,3
245,16,366,1,57,1
245,16,423,1,50,1
246,16,37,1,28,1
246,16,43,1,1,2
246,16,44,1,1,1
246,16,63,1,55,1
246,16,89,1,46,1
246,16,103,1,10,1
246,16,157,1,19,1
246,16,184,1,23,1
246,16,201,1,5,1
246,16,242,1,41,1
246,16,371,1,37,1
246,16,399,1,32,1
246,16,444,1,50,1
246,16,498,1,14,1
247,16,37,1,28,1
247,16,43,1,1,2
247,16,44,1,1,1
247,16,63,1,67,1
247,16,89,1,54,1
247,16,103,1,1,4
247,16,103,1,10,1
247,16,157,1,19,1
247,16,184,1,23,1
247,16,201,1,1,3
247,16,201,1,5,1
247,16,242,1,47,1
247,16,371,1,41,1
247,16,399,1,34,1
247,16,444,1,60,1
247,16,498,1,14,1
248,16,37,1,28,1
248,16,43,1,1,5
248,16,44,1,1,4
248,16,63,1,73,1
248,16,89,1,54,1
248,16,103,1,1,7
248,16,103,1,10,1
248,16,157,1,19,1
248,16,184,1,23,1
248,16,201,1,1,6
248,16,201,1,5,1
248,16,242,1,47,1
248,16,371,1,41,1
248,16,399,1,34,1
248,16,416,1,82,1
248,16,422,1,1,1
248,16,423,1,1,2
248,16,424,1,1,3
248,16,444,1,63,1
248,16,498,1,14,1
249,16,16,1,9,1
249,16,18,1,1,1
249,16,56,1,37,1
249,16,105,1,71,1
249,16,143,1,99,1
249,16,177,1,43,1
249,16,219,1,65,1
249,16,240,1,29,1
249,16,246,1,57,1
249,16,248,1,79,1
249,16,311,1,1,2
249,16,326,1,23,1
249,16,347,1,93,1
249,16,363,1,85,1
249,16,386,1,50,1
249,16,407,1,15,1
250,16,16,1,9,1
250,16,18,1,1,1
250,16,105,1,71,1
250,16,126,1,37,1
250,16,143,1,99,1
250,16,219,1,65,1
250,16,221,1,43,1
250,16,241,1,29,1
250,16,246,1,57,1
250,16,248,1,79,1
250,16,311,1,1,2
250,16,326,1,23,1
250,16,347,1,93,1
250,16,363,1,85,1
250,16,386,1,50,1
250,16,413,1,15,1
251,16,73,1,1,1
251,16,93,1,1,2
251,16,105,1,1,3
251,16,195,1,91,1
251,16,215,1,1,4
251,16,219,1,10,1
251,16,226,1,37,1
251,16,246,1,28,1
251,16,248,1,64,1
251,16,345,1,19,1
251,16,361,1,73,1
251,16,363,1,46,1
251,16,377,1,55,1
251,16,437,1,82,1
252,16,1,1,1,1
252,16,21,1,29,1
252,16,43,1,1,2
252,16,71,1,5,1
252,16,72,1,13,1
252,16,97,1,25,1
252,16,98,1,9,1
252,16,103,1,49,1
252,16,197,1,33,1
252,16,202,1,21,1
252,16,228,1,17,1
252,16,283,1,45,1
252,16,412,1,37,1
252,16,501,1,41,1
253,16,1,1,1,1
253,16,21,1,33,1
253,16,43,1,1,2
253,16,71,1,1,3
253,16,71,1,5,1
253,16,72,1,13,1
253,16,97,1,28,1
253,16,98,1,1,4
253,16,98,1,9,1
253,16,103,1,63,1
253,16,197,1,38,1
253,16,206,1,48,1
253,16,210,1,16,1
253,16,228,1,18,1
253,16,348,1,23,1
253,16,404,1,43,1
253,16,437,1,58,1
253,16,501,1,53,1
254,16,1,1,1,3
254,16,21,1,33,1
254,16,43,1,1,4
254,16,71,1,1,5
254,16,71,1,5,1
254,16,72,1,13,1
254,16,97,1,28,1
254,16,98,1,1,6
254,16,98,1,9,1
254,16,103,1,69,1
254,16,197,1,39,1
254,16,206,1,51,1
254,16,210,1,16,1
254,16,228,1,18,1
254,16,348,1,23,1
254,16,400,1,1,2
254,16,404,1,45,1
254,16,437,1,1,1
254,16,437,1,63,1
254,16,501,1,57,1
254,16,530,1,36,1
255,16,10,1,1,1
255,16,28,1,10,1
255,16,45,1,1,2
255,16,52,1,5,1
255,16,53,1,46,1
255,16,64,1,14,1
255,16,83,1,19,1
255,16,98,1,23,1
255,16,116,1,32,1
255,16,119,1,41,1
255,16,163,1,37,1
255,16,481,1,28,1
256,16,10,1,1,1
256,16,24,1,16,1
256,16,28,1,1,4
256,16,28,1,10,1
256,16,45,1,1,2
256,16,52,1,1,3
256,16,52,1,5,1
256,16,64,1,14,1
256,16,98,1,25,1
256,16,116,1,36,1
256,16,119,1,47,1
256,16,163,1,42,1
256,16,327,1,53,1
256,16,339,1,31,1
256,16,394,1,58,1
256,16,488,1,20,1
257,16,7,1,1,2
257,16,10,1,1,4
257,16,24,1,16,1
257,16,28,1,1,7
257,16,28,1,10,1
257,16,45,1,1,5
257,16,52,1,1,6
257,16,52,1,5,1
257,16,64,1,14,1
257,16,98,1,25,1
257,16,116,1,37,1
257,16,136,1,1,3
257,16,163,1,44,1
257,16,299,1,36,1
257,16,327,1,57,1
257,16,339,1,31,1
257,16,394,1,1,1
257,16,394,1,63,1
257,16,413,1,50,1
257,16,488,1,20,1
258,16,33,1,1,1
258,16,36,1,36,1
258,16,45,1,1,2
258,16,55,1,4,1
258,16,56,1,41,1
258,16,88,1,25,1
258,16,117,1,17,1
258,16,182,1,28,1
258,16,189,1,9,1
258,16,193,1,12,1
258,16,250,1,33,1
258,16,283,1,44,1
258,16,300,1,20,1
259,16,33,1,1,1
259,16,36,1,42,1
259,16,45,1,1,2
259,16,55,1,1,3
259,16,55,1,4,1
259,16,89,1,48,1
259,16,117,1,18,1
259,16,157,1,28,1
259,16,182,1,32,1
259,16,189,1,1,4
259,16,189,1,9,1
259,16,193,1,12,1
259,16,283,1,52,1
259,16,330,1,38,1
259,16,341,1,16,1
259,16,426,1,22,1
260,16,33,1,1,2
260,16,36,1,44,1
260,16,45,1,1,3
260,16,55,1,1,4
260,16,55,1,4,1
260,16,89,1,51,1
260,16,117,1,18,1
260,16,157,1,28,1
260,16,182,1,32,1
260,16,189,1,1,5
260,16,189,1,9,1
260,16,193,1,12,1
260,16,283,1,56,1
260,16,330,1,39,1
260,16,341,1,16,1
260,16,359,1,1,1
260,16,359,1,63,1
260,16,426,1,22,1
261,16,28,1,7,1
261,16,33,1,1,1
261,16,36,1,34,1
261,16,44,1,10,1
261,16,46,1,16,1
261,16,184,1,25,1
261,16,207,1,19,1
261,16,242,1,37,1
261,16,269,1,31,1
261,16,316,1,13,1
261,16,336,1,4,1
261,16,372,1,22,1
261,16,373,1,28,1
261,16,389,1,40,1
262,16,28,1,1,5
262,16,28,1,7,1
262,16,33,1,1,3
262,16,36,1,40,1
262,16,44,1,1,6
262,16,44,1,10,1
262,16,46,1,16,1
262,16,168,1,1,2
262,16,184,1,28,1
262,16,207,1,20,1
262,16,242,1,1,1
262,16,242,1,44,1
262,16,269,1,36,1
262,16,316,1,13,1
262,16,336,1,1,4
262,16,336,1,4,1
262,16,372,1,24,1
262,16,373,1,32,1
262,16,389,1,48,1
262,16,555,1,18,1
263,16,28,1,7,1
263,16,29,1,11,1
263,16,33,1,1,1
263,16,36,1,31,1
263,16,39,1,5,1
263,16,42,1,19,1
263,16,45,1,1,2
263,16,156,1,35,1
263,16,175,1,29,1
263,16,187,1,37,1
263,16,300,1,17,1
263,16,316,1,13,1
263,16,343,1,23,1
263,16,374,1,41,1
263,16,516,1,25,1
263,16,608,1,12,1
264,16,28,1,1,7
264,16,28,1,7,1
264,16,29,1,11,1
264,16,33,1,1,4
264,16,38,1,35,1
264,16,39,1,1,6
264,16,39,1,5,1
264,16,45,1,1,5
264,16,154,1,19,1
264,16,156,1,40,1
264,16,163,1,32,1
264,16,187,1,43,1
264,16,300,1,17,1
264,16,316,1,13,1
264,16,343,1,24,1
264,16,374,1,48,1
264,16,415,1,1,3
264,16,516,1,27,1
264,16,563,1,1,2
264,16,583,1,1,1
265,16,33,1,1,1
265,16,40,1,5,1
265,16,81,1,1,2
265,16,450,1,15,1
266,16,106,1,1,1
266,16,106,1,7,1
267,16,16,1,1,1
267,16,16,1,10,1
267,16,18,1,30,1
267,16,71,1,12,1
267,16,72,1,22,1
267,16,78,1,15,1
267,16,99,1,37,1
267,16,202,1,32,1
267,16,213,1,27,1
267,16,234,1,17,1
267,16,314,1,20,1
267,16,318,1,25,1
267,16,405,1,35,1
267,16,483,1,40,1
268,16,106,1,1,1
268,16,106,1,7,1
269,16,16,1,1,1
269,16,16,1,10,1
269,16,18,1,30,1
269,16,60,1,22,1
269,16,77,1,15,1
269,16,92,1,32,1
269,16,93,1,12,1
269,16,113,1,27,1
269,16,182,1,37,1
269,16,236,1,17,1
269,16,318,1,25,1
269,16,405,1,35,1
269,16,474,1,20,1
269,16,483,1,40,1
270,16,45,1,3,1
270,16,54,1,15,1
270,16,61,1,21,1
270,16,71,1,6,1
270,16,72,1,18,1
270,16,145,1,9,1
270,16,202,1,30,1
270,16,240,1,27,1
270,16,267,1,24,1
270,16,310,1,1,1
270,16,363,1,12,1
270,16,412,1,36,1
270,16,428,1,33,1
271,16,45,1,3,1
271,16,56,1,44,1
271,16,61,1,24,1
271,16,71,1,6,1
271,16,145,1,9,1
271,16,154,1,12,1
271,16,252,1,16,1
271,16,253,1,32,1
271,16,267,1,28,1
271,16,282,1,36,1
271,16,310,1,1,1
271,16,346,1,20,1
271,16,428,1,40,1
272,16,45,1,1,2
272,16,72,1,1,3
272,16,267,1,1,4
272,16,310,1,1,1
273,16,74,1,9,1
273,16,106,1,3,1
273,16,117,1,1,1
273,16,153,1,33,1
273,16,235,1,21,1
273,16,241,1,27,1
273,16,267,1,15,1
274,16,1,1,1,1
274,16,13,1,20,1
274,16,74,1,6,1
274,16,75,1,14,1
274,16,106,1,3,1
274,16,185,1,24,1
274,16,207,1,32,1
274,16,252,1,12,1
274,16,259,1,16,1
274,16,267,1,9,1
274,16,326,1,36,1
274,16,348,1,28,1
275,16,18,1,1,3
275,16,75,1,1,1
275,16,185,1,1,2
275,16,417,1,1,4
275,16,437,1,44,1
275,16,536,1,20,1
275,16,542,1,32,1
276,16,17,1,13,1
276,16,45,1,1,2
276,16,64,1,1,1
276,16,97,1,29,1
276,16,98,1,9,1
276,16,104,1,17,1
276,16,116,1,5,1
276,16,283,1,37,1
276,16,332,1,21,1
276,16,403,1,33,1
276,16,413,1,41,1
276,16,501,1,25,1
277,16,17,1,13,1
277,16,45,1,1,5
277,16,64,1,1,4
277,16,97,1,33,1
277,16,98,1,1,7
277,16,98,1,9,1
277,16,104,1,17,1
277,16,116,1,1,6
277,16,116,1,5,1
277,16,283,1,39,1
277,16,332,1,21,1
277,16,365,1,1,3
277,16,403,1,1,2
277,16,403,1,45,1
277,16,413,1,1,1
277,16,413,1,51,1
277,16,501,1,27,1
278,16,17,1,8,1
278,16,45,1,1,1
278,16,48,1,5,1
278,16,54,1,12,1
278,16,55,1,1,2
278,16,97,1,36,1
278,16,98,1,19,1
278,16,228,1,26,1
278,16,314,1,22,1
278,16,332,1,29,1
278,16,352,1,15,1
278,16,355,1,33,1
278,16,403,1,40,1
278,16,542,1,43,1
279,16,17,1,1,8
279,16,17,1,8,1
279,16,45,1,1,5
279,16,48,1,5,1
279,16,54,1,12,1
279,16,55,1,1,6
279,16,56,1,1,2
279,16,56,1,50,1
279,16,182,1,25,1
279,16,254,1,33,1
279,16,255,1,33,3
279,16,256,1,33,2
279,16,346,1,1,7
279,16,352,1,15,1
279,16,355,1,22,1
279,16,362,1,28,1
279,16,366,1,1,3
279,16,366,1,44,1
279,16,371,1,19,1
279,16,374,1,39,1
279,16,487,1,1,4
279,16,542,1,1,1
279,16,542,1,55,1
280,16,45,1,1,1
280,16,93,1,4,1
280,16,94,1,27,1
280,16,95,1,37,1
280,16,100,1,9,1
280,16,104,1,6,1
280,16,138,1,39,1
280,16,204,1,34,1
280,16,248,1,32,1
280,16,286,1,29,1
280,16,345,1,17,1
280,16,347,1,24,1
280,16,381,1,14,1
280,16,500,1,42,1
280,16,505,1,19,1
280,16,574,1,11,1
280,16,577,1,22,1
281,16,45,1,1,1
281,16,93,1,1,2
281,16,93,1,4,1
281,16,94,1,30,1
281,16,95,1,44,1
281,16,100,1,1,4
281,16,100,1,9,1
281,16,104,1,1,3
281,16,104,1,6,1
281,16,138,1,47,1
281,16,204,1,40,1
281,16,248,1,37,1
281,16,286,1,33,1
281,16,345,1,17,1
281,16,347,1,26,1
281,16,381,1,14,1
281,16,500,1,51,1
281,16,505,1,19,1
281,16,574,1,11,1
281,16,577,1,23,1
282,16,45,1,1,5
282,16,93,1,1,6
282,16,93,1,4,1
282,16,94,1,31,1
282,16,95,1,49,1
282,16,100,1,1,8
282,16,100,1,9,1
282,16,104,1,1,7
282,16,104,1,6,1
282,16,138,1,53,1
282,16,248,1,40,1
282,16,273,1,14,1
282,16,286,1,35,1
282,16,345,1,17,1
282,16,347,1,26,1
282,16,361,1,1,4
282,16,445,1,44,1
282,16,500,1,1,2
282,16,500,1,58,1
282,16,505,1,19,1
282,16,574,1,11,1
282,16,577,1,23,1
282,16,581,1,1,3
282,16,585,1,1,1
282,16,585,1,62,1
283,16,54,1,25,1
283,16,61,1,17,1
283,16,97,1,22,1
283,16,98,1,6,1
283,16,114,1,25,2
283,16,145,1,1,1
283,16,226,1,35,1
283,16,230,1,9,1
283,16,346,1,14,1
283,16,453,1,30,1
283,16,564,1,38,1
284,16,16,1,17,1
284,16,18,1,1,2
284,16,18,1,48,1
284,16,78,1,26,1
284,16,98,1,1,6
284,16,98,1,6,1
284,16,145,1,1,5
284,16,184,1,22,1
284,16,230,1,1,7
284,16,230,1,9,1
284,16,314,1,22,2
284,16,318,1,32,1
284,16,346,1,1,8
284,16,346,1,14,1
284,16,403,1,38,1
284,16,405,1,1,3
284,16,405,1,42,1
284,16,466,1,1,4
284,16,483,1,1,1
284,16,483,1,52,1
285,16,29,1,15,1
285,16,33,1,1,2
285,16,71,1,1,1
285,16,72,1,12,1
285,16,73,1,8,1
285,16,74,1,29,1
285,16,77,1,19,1
285,16,78,1,5,1
285,16,92,1,33,1
285,16,147,1,40,1
285,16,202,1,26,1
285,16,388,1,22,1
285,16,402,1,36,1
286,16,29,1,15,1
286,16,33,1,1,2
286,16,68,1,22,1
286,16,71,1,1,1
286,16,72,1,12,1
286,16,73,1,1,4
286,16,73,1,8,1
286,16,78,1,1,3
286,16,78,1,5,1
286,16,170,1,33,1
286,16,183,1,23,1
286,16,223,1,50,1
286,16,327,1,39,1
286,16,364,1,19,1
286,16,395,1,28,1
286,16,402,1,44,1
287,16,10,1,1,1
287,16,68,1,30,1
287,16,133,1,17,1
287,16,175,1,33,1
287,16,185,1,14,1
287,16,227,1,6,1
287,16,281,1,1,2
287,16,303,1,9,1
287,16,343,1,22,1
287,16,498,1,25,1
287,16,583,1,38,1
288,16,10,1,1,2
288,16,68,1,33,1
288,16,116,1,1,3
288,16,154,1,14,1
288,16,163,1,23,1
288,16,179,1,1,1
288,16,179,1,43,1
288,16,203,1,17,1
288,16,227,1,1,4
288,16,227,1,6,1
288,16,253,1,1,5
288,16,253,1,9,1
288,16,264,1,37,1
288,16,498,1,27,1
289,16,10,1,1,4
289,16,68,1,33,1
289,16,133,1,17,1
289,16,175,1,39,1
289,16,185,1,14,1
289,16,207,1,36,1
289,16,227,1,1,6
289,16,227,1,6,1
289,16,281,1,1,5
289,16,303,1,1,7
289,16,303,1,9,1
289,16,343,1,23,1
289,16,359,1,1,1
289,16,359,1,61,1
289,16,374,1,1,3
289,16,374,1,47,1
289,16,386,1,1,2
289,16,386,1,53,1
289,16,498,1,27,1
290,16,10,1,1,1
290,16,28,1,9,1
290,16,91,1,37,1
290,16,106,1,1,2
290,16,117,1,29,1
290,16,141,1,5,1
290,16,154,1,13,1
290,16,170,1,25,1
290,16,189,1,17,1
290,16,206,1,33,1
290,16,232,1,21,1
291,16,10,1,1,2
291,16,14,1,41,1
291,16,28,1,1,5
291,16,28,1,9,1
291,16,97,1,17,1
291,16,103,1,20,3
291,16,104,1,20,1
291,16,106,1,1,3
291,16,141,1,1,4
291,16,141,1,5,1
291,16,154,1,13,1
291,16,163,1,23,1
291,16,170,1,29,1
291,16,210,1,20,2
291,16,226,1,35,1
291,16,404,1,47,1
291,16,450,1,1,1
292,16,10,1,1,1
292,16,28,1,9,1
292,16,106,1,1,2
292,16,109,1,29,1
292,16,141,1,5,1
292,16,154,1,13,1
292,16,170,1,25,1
292,16,180,1,17,1
292,16,247,1,33,1
292,16,288,1,37,1
292,16,377,1,41,1
292,16,425,1,21,1
292,16,566,1,45,1
293,16,1,1,1,1
293,16,23,1,22,1
293,16,46,1,29,1
293,16,48,1,18,1
293,16,103,1,15,1
293,16,156,1,32,1
293,16,214,1,36,1
293,16,253,1,25,1
293,16,304,1,39,1
293,16,310,1,8,1
293,16,336,1,11,1
293,16,485,1,43,1
293,16,497,1,4,1
294,16,1,1,1,1
294,16,23,1,23,1
294,16,44,1,20,1
294,16,46,1,32,1
294,16,48,1,18,1
294,16,103,1,15,1
294,16,156,1,36,1
294,16,214,1,41,1
294,16,253,1,27,1
294,16,304,1,45,1
294,16,310,1,1,3
294,16,310,1,9,1
294,16,336,1,1,4
294,16,336,1,11,1
294,16,485,1,50,1
294,16,497,1,1,2
294,16,497,1,4,1
295,16,1,1,1,5
295,16,23,1,23,1
295,16,44,1,20,1
295,16,46,1,32,1
295,16,48,1,18,1
295,16,63,1,64,1
295,16,103,1,15,1
295,16,156,1,36,1
295,16,214,1,42,1
295,16,242,1,40,1
295,16,253,1,27,1
295,16,304,1,47,1
295,16,310,1,1,7
295,16,310,1,9,1
295,16,336,1,1,8
295,16,336,1,11,1
295,16,422,1,1,4
295,16,423,1,1,2
295,16,424,1,1,3
295,16,485,1,53,1
295,16,497,1,1,6
295,16,497,1,4,1
295,16,586,1,1,1
295,16,586,1,58,1
296,16,18,1,16,1
296,16,28,1,4,1
296,16,33,1,1,1
296,16,69,1,31,1
296,16,116,1,1,2
296,16,179,1,43,1
296,16,187,1,25,1
296,16,203,1,37,1
296,16,233,1,22,1
296,16,252,1,10,1
296,16,265,1,28,1
296,16,282,1,19,1
296,16,292,1,7,1
296,16,358,1,34,1
296,16,370,1,40,1
296,16,395,1,13,1
296,16,484,1,46,1
297,16,18,1,16,1
297,16,28,1,1,4
297,16,28,1,4,1
297,16,33,1,1,2
297,16,69,1,34,1
297,16,116,1,1,3
297,16,179,1,50,1
297,16,187,1,26,1
297,16,203,1,42,1
297,16,233,1,22,1
297,16,252,1,10,1
297,16,265,1,30,1
297,16,282,1,19,1
297,16,292,1,1,5
297,16,292,1,7,1
297,16,358,1,38,1
297,16,362,1,1,1
297,16,370,1,46,1
297,16,395,1,13,1
297,16,484,1,54,1
298,16,21,1,20,1
298,16,39,1,2,1
298,16,55,1,1,2
298,16,61,1,13,1
298,16,145,1,7,1
298,16,150,1,1,1
298,16,204,1,10,1
298,16,270,1,16,1
298,16,340,1,23,1
298,16,346,1,5,1
299,16,33,1,1,1
299,16,86,1,13,1
299,16,88,1,10,1
299,16,106,1,4,1
299,16,156,1,16,1
299,16,157,1,22,1
299,16,192,1,43,2
299,16,199,1,43,1
299,16,201,1,34,1
299,16,209,1,19,1
299,16,335,1,7,1
299,16,350,1,28,1
299,16,408,1,25,1
299,16,414,1,37,1
299,16,435,1,31,1
299,16,444,1,40,1
300,16,3,1,16,1
300,16,33,1,1,4
300,16,38,1,40,1
300,16,39,1,1,3
300,16,45,1,1,2
300,16,47,1,7,1
300,16,185,1,22,1
300,16,193,1,4,1
300,16,204,1,25,1
300,16,213,1,10,1
300,16,215,1,37,1
300,16,252,1,1,1
300,16,274,1,31,1
300,16,343,1,34,1
300,16,358,1,28,1
300,16,383,1,19,1
300,16,445,1,43,1
300,16,574,1,13,1
300,16,583,1,46,1
301,16,3,1,1,4
301,16,47,1,1,2
301,16,213,1,1,3
301,16,252,1,1,1
302,16,10,1,1,2
302,16,43,1,1,1
302,16,101,1,6,1
302,16,109,1,31,1
302,16,154,1,11,1
302,16,185,1,19,1
302,16,193,1,4,1
302,16,197,1,14,1
302,16,212,1,46,1
302,16,247,1,39,1
302,16,252,1,21,1
302,16,282,1,26,1
302,16,310,1,9,1
302,16,386,1,24,1
302,16,408,1,36,1
302,16,421,1,29,1
302,16,425,1,16,1
302,16,428,1,34,1
302,16,492,1,41,1
302,16,511,1,44,1
303,16,11,1,17,1
303,16,44,1,9,1
303,16,45,1,1,4
303,16,185,1,21,1
303,16,226,1,25,1
303,16,230,1,13,1
303,16,242,1,29,1
303,16,254,1,41,1
303,16,255,1,41,3
303,16,256,1,41,2
303,16,269,1,1,3
303,16,310,1,1,6
303,16,313,1,5,1
303,16,334,1,33,1
303,16,389,1,37,1
303,16,442,1,1,2
303,16,442,1,45,1
303,16,583,1,1,1
303,16,583,1,49,1
303,16,584,1,1,5
304,16,29,1,7,1
304,16,33,1,1,1
304,16,36,1,28,1
304,16,38,1,40,1
304,16,46,1,19,1
304,16,106,1,1,2
304,16,157,1,25,1
304,16,182,1,16,1
304,16,189,1,4,1
304,16,231,1,34,1
304,16,232,1,10,1
304,16,317,1,13,1
304,16,319,1,31,1
304,16,334,1,37,1
304,16,368,1,49,1
304,16,442,1,22,1
304,16,475,1,43,1
304,16,484,1,46,1
305,16,29,1,1,4
305,16,29,1,7,1
305,16,33,1,1,1
305,16,36,1,28,1
305,16,38,1,43,1
305,16,46,1,19,1
305,16,106,1,1,2
305,16,157,1,25,1
305,16,182,1,16,1
305,16,189,1,1,3
305,16,189,1,4,1
305,16,231,1,35,1
305,16,232,1,10,1
305,16,317,1,13,1
305,16,319,1,31,1
305,16,334,1,39,1
305,16,368,1,55,1
305,16,442,1,22,1
305,16,475,1,47,1
305,16,484,1,51,1
306,16,29,1,1,4
306,16,29,1,7,1
306,16,33,1,1,1
306,16,36,1,28,1
306,16,38,1,45,1
306,16,46,1,19,1
306,16,106,1,1,2
306,16,157,1,25,1
306,16,182,1,16,1
306,16,189,1,1,3
306,16,189,1,4,1
306,16,231,1,35,1
306,16,232,1,10,1
306,16,317,1,13,1
306,16,319,1,31,1
306,16,334,1,39,1
306,16,368,1,63,1
306,16,442,1,22,1
306,16,475,1,51,1
306,16,484,1,57,1
307,16,68,1,44,1
307,16,93,1,7,1
307,16,96,1,4,1
307,16,105,1,41,1
307,16,117,1,1,1
307,16,136,1,28,1
307,16,170,1,25,1
307,16,179,1,39,1
307,16,197,1,9,1
307,16,203,1,12,1
307,16,237,1,20,1
307,16,244,1,31,1
307,16,347,1,23,1
307,16,364,1,15,1
307,16,367,1,33,1
307,16,379,1,36,1
307,16,395,1,17,1
308,16,7,1,1,2
308,16,8,1,1,4
308,16,9,1,1,3
308,16,68,1,53,1
308,16,93,1,1,7
308,16,93,1,7,1
308,16,96,1,1,6
308,16,96,1,4,1
308,16,105,1,47,1
308,16,117,1,1,5
308,16,136,1,28,1
308,16,170,1,25,1
308,16,179,1,42,1
308,16,197,1,1,8
308,16,197,1,9,1
308,16,203,1,12,1
308,16,237,1,20,1
308,16,244,1,31,1
